SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_risk_score,actual_churn
0,0,0,1,1,0,19.9,19.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.4088333333333334,0
1,1,0,18,1,0,78.55,1422.65,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.45,1
1,0,0,15,1,1,75.3,1147.45,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.51,1
0,0,0,2,1,1,20.45,42.45,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.046,0
0,1,0,1,1,1,79.35,79.35,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.91,1
0,0,0,23,1,0,95.3,2192.9,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,0.35,0
0,1,1,72,1,0,66.85,4758.8,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0.11,0
0,0,0,2,1,0,20.3,41.2,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.073,0
1,1,0,70,1,1,88.55,6306.5,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.0,0
0,1,1,46,1,1,19.95,927.1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0
0,0,0,36,1,0,19.55,620.75,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.01,0
0,1,0,72,1,1,110.15,7881.2,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0.04,0
0,1,1,6,1,1,48.8,297.35,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.36,0
0,0,1,4,1,0,20.4,94.5,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.05,0
0,0,0,1,1,1,85.45,85.45,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.89,1
0,0,0,1,1,1,83.4,83.4,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0.72,0
0,0,0,13,1,1,100.35,1358.85,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.8,1
0,1,0,64,0,0,47.85,3147.5,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,0.0,1
0,0,1,8,0,1,44.55,343.45,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0.04,0
0,1,1,72,1,1,112.25,8041.65,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.11,0
0,0,0,1,1,1,75.45,75.45,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.84,1
0,0,0,4,1,1,100.85,399.25,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,0.8,0
0,0,1,1,1,1,49.85,49.85,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.72,0
0,1,1,62,1,1,24.25,1424.6,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
1,0,0,34,1,1,96.35,3190.25,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.51,0
0,0,1,1,1,1,44.4,44.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.41,1
0,1,0,24,1,1,101.05,2391.8,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.66,1
0,1,1,72,1,0,105.25,7609.75,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,0.07,0
0,0,0,1,1,0,19.95,19.95,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.1366666666666667,0
1,1,0,63,1,1,103.5,6479.4,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.17,0
0,1,1,66,1,0,109.25,7082.5,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.13,0
0,1,0,61,1,1,79.8,4914.8,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.16,0
0,0,0,67,1,0,19.95,1311.75,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.01,0
0,0,0,12,1,0,95.5,1115.15,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,0.51,1
0,1,1,19,0,1,34.95,610.2,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.08,0
0,0,0,67,1,0,20.5,1430.95,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
0,0,0,13,1,1,80.0,1029.35,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.17,0
0,0,0,1,1,0,45.15,45.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.33,0
0,1,1,3,1,1,84.75,264.85,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.84,1
0,0,1,3,1,1,20.05,75.45,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.14,0
0,1,1,17,1,1,104.2,1743.5,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.63,1
0,0,0,52,1,0,53.75,2790.65,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.05,0
0,1,1,51,1,0,19.4,997.75,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.01,0
1,0,0,5,1,1,84.85,415.55,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.51,1
1,1,1,29,0,1,35.65,1025.15,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,0.3,0
0,1,1,1,1,1,20.15,20.15,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.26,1
0,0,0,1,1,1,20.15,20.15,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.7541666666666665,1
0,1,1,42,1,1,94.45,3923.8,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0.06,0
0,0,0,1,1,0,19.65,19.65,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.77,0
0,0,0,16,1,1,88.45,1422.1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.63,1
0,0,0,11,1,0,45.2,492.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.42,0
1,1,0,26,1,1,93.85,2381.55,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,0.67,1
0,0,1,54,1,1,61.0,3283.05,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,0.1,0
0,1,0,30,1,1,94.05,2866.45,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.36,1
1,1,1,66,1,0,79.4,5154.6,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,0.0,1
0,1,1,72,1,1,108.65,7726.35,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.14,0
0,1,1,12,1,1,24.0,269.65,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.01,0
0,0,0,19,1,1,106.6,1934.45,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.51,1
0,1,0,9,1,1,68.95,593.85,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0.19,0
0,1,1,0,1,0,73.35,1397.475,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0.16,0
0,0,0,66,1,0,25.45,1699.15,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.18,0
1,1,1,10,0,1,34.55,362.6,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.48,0
0,1,1,56,1,1,24.45,1385.85,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.06,0
0,1,1,67,1,1,19.25,1372.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.01,0
0,1,1,64,0,1,60.05,3845.45,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.02,0
0,1,0,64,1,1,81.3,5129.3,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,0.0,0
1,1,0,13,1,0,70.45,849.1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.41,0
0,0,0,5,1,1,96.1,453.4,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,0.58,1
0,0,0,4,0,0,35.0,135.75,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.23,0
0,1,1,45,1,1,20.0,886.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
0,1,0,18,1,1,94.75,1691.9,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.53,0
0,0,0,3,1,0,57.55,161.45,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.46,0
0,0,0,1,1,0,20.6,20.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.26,1
0,1,0,29,0,1,45.9,1332.4,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.18,0
0,0,0,69,1,0,24.6,1678.05,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.02,0
0,0,0,21,1,1,99.85,1992.55,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.51,0
0,0,0,20,1,1,44.35,927.15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.32,0
0,1,1,72,1,1,110.3,7966.9,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.07,0
0,0,0,7,0,1,24.35,150.85,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.27,0
0,0,0,5,1,0,20.05,95.55,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,0.13,0
0,1,0,6,1,0,50.35,314.55,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.35,0
0,0,1,13,1,0,66.4,831.75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,0.19,0
0,1,1,1,1,0,20.05,20.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.7,0
0,0,0,3,1,1,79.1,246.5,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.23,1
0,0,0,7,1,0,96.2,639.7,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.73,0
0,0,0,6,1,1,84.85,523.5,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.83,1
0,0,0,1,1,0,20.0,20.0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.11166666666666668,1
0,0,0,11,1,0,20.05,237.7,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.01,0
0,0,0,63,1,0,99.9,6137.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,False,0.19,1
1,0,0,3,1,0,75.05,202.9,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.5,0
0,0,0,6,1,0,19.15,124.4,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.03,0
0,1,1,70,1,1,69.2,4872.35,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,0.01,0
0,1,0,37,1,1,90.35,3419.3,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0.32,0
1,0,0,38,1,0,20.2,735.9,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.01,0
1,0,0,29,1,1,58.55,1718.95,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2,0
0,0,0,9,1,1,19.9,164.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.04,0
1,1,0,23,1,1,20.75,485.2,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.06,0
1,1,0,20,1,0,90.8,1951.0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.38,1
0,1,1,70,1,0,24.05,1764.75,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.01,0
0,1,0,70,1,0,101.0,7085.5,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0.03,0
1,0,0,5,1,1,84.7,392.5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.6,0
0,1,1,72,1,1,80.85,5727.45,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,0.0,0
0,1,1,72,0,0,55.65,3880.05,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,0.01,0
0,0,0,4,1,1,94.9,360.55,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0.48,0
0,0,0,7,1,0,20.05,164.85,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.03,1
0,1,1,23,1,0,81.85,1810.85,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.16,0
0,0,0,11,1,1,64.9,716.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.17,0
0,1,1,23,1,1,20.0,445.3,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.0,0
0,0,0,12,1,1,54.3,654.5,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,0.18,0
0,1,1,49,1,1,93.65,4520.15,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,0.19,0
0,1,0,14,1,1,85.15,1139.2,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.67,1
0,1,1,56,0,1,36.1,1971.5,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,0.04,0
0,1,0,3,1,1,19.9,45.75,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.08,0
0,0,0,69,1,1,110.5,7455.45,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.09,0
1,1,0,6,1,1,80.8,457.1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.85,0
0,1,0,49,1,0,20.7,1032.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,0.13,0
0,1,0,18,1,1,94.7,1687.95,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.53,1
1,0,0,1,1,1,69.5,69.5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.89,1
0,0,0,3,0,0,35.2,108.95,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.32,1
0,0,0,2,1,1,85.85,167.3,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.78,1
0,0,0,54,1,0,19.65,1008.7,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.05,0
0,0,0,24,1,1,51.1,1269.6,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.04,0
0,1,1,54,1,0,60.0,3273.95,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.06,0
0,0,0,15,1,0,19.75,311.6,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.09,0
0,0,0,45,1,0,81.65,3618.7,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.0,0
0,0,0,46,0,0,38.25,1755.35,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0.0,0
0,1,0,12,1,0,54.2,690.5,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.21,0
0,1,1,71,1,0,76.05,5436.45,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.13,0
0,0,0,13,0,1,31.65,389.95,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.59,0
1,0,0,1,1,1,73.0,73.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5,1
0,1,1,58,1,1,91.55,5511.65,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.38,0
0,0,0,7,1,1,75.1,552.95,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.45,1
0,1,1,48,1,0,23.55,1173.35,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.0,0
0,0,0,71,1,0,97.65,6687.85,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,0.24,0
0,0,1,9,1,0,20.4,184.1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.07,0
0,1,1,18,1,0,55.95,1082.8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.2,0
0,0,0,1,1,0,20.2,20.2,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.30698809523809506,0
1,1,0,67,1,1,20.05,1263.05,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.01,0
0,0,0,1,1,1,85.0,85.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.83,0
0,1,0,56,1,1,98.0,5270.6,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,0.18,0
0,0,0,54,0,0,46.2,2431.95,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0.03,0
0,1,1,14,1,1,19.7,263.65,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.03,0
1,0,0,14,0,1,46.35,672.7,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.5,0
0,0,0,54,1,1,69.9,3883.3,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,0.08,0
0,1,0,72,1,0,68.15,4808.7,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,0.04,0
0,0,0,17,1,0,56.1,946.95,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0.05,0
0,1,1,1,1,0,20.0,20.0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.64,0
0,1,0,30,1,1,85.0,2624.25,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.62,1
0,0,1,50,1,0,20.15,970.85,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0.01,0
0,0,1,3,1,0,19.95,58.3,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,0.09,0
0,1,0,12,1,1,74.15,741.4,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,0.35,0
0,0,0,13,1,1,81.15,952.3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,0.62,1
1,1,0,25,1,1,69.3,1813.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.47,0
0,0,0,2,1,1,90.4,168.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,0.89,1
0,0,0,36,1,1,70.7,2511.95,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,0.34,0
0,0,0,3,1,1,50.25,152.3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.2,0
0,1,0,66,1,0,63.85,4264.6,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0.13,0
0,1,0,15,1,1,101.1,1504.05,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.62,1
0,1,1,61,1,1,73.8,4616.05,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.02,0
0,0,0,70,1,1,114.95,7711.25,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.23,0
1,0,0,35,0,1,39.85,1434.6,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.64,0
0,0,0,1,1,1,48.6,48.6,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.24,1
0,1,1,48,1,0,20.65,1057.0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.03,0
0,0,0,70,0,1,40.05,2799.75,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,0.04,0
0,0,1,12,1,1,105.3,1275.65,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.63,0
0,1,0,61,1,1,114.1,7132.15,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,0.33,0
0,0,0,38,1,1,84.25,3264.5,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,0.21,1
0,0,0,1,1,1,71.35,71.35,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.55,1
0,1,1,56,1,0,65.2,3512.15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.06,0
0,0,0,5,1,1,85.4,425.9,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.65,1
0,1,0,11,1,1,45.9,521.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.26,0
0,1,1,59,1,1,106.15,6256.2,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.25,0
0,0,0,1,1,1,45.4,45.4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.85,0
1,1,0,72,1,1,104.15,7689.95,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.12,1
0,1,1,22,1,0,20.15,419.9,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,0.01,0
0,0,1,17,1,0,44.6,681.4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.12,0
0,1,0,50,0,1,44.45,2188.45,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,0.06,0
0,0,0,8,1,1,66.65,520.95,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,0.09,0
0,1,1,56,1,1,59.8,3457.45,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.05,0
0,1,1,3,1,1,80.3,250.05,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.54,1
0,1,1,40,1,1,20.4,745.3,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,0.04,0
1,0,0,67,1,1,101.4,6841.05,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.47,0
0,1,0,4,1,1,91.65,365.4,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.79,1
0,1,0,67,1,1,20.85,1327.4,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,0.14,0
0,1,1,4,1,0,50.3,217.1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.47,0
0,1,1,61,1,1,24.1,1551.6,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,0.01,0
0,1,0,69,1,1,26.3,1763.55,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,0.15,0
0,1,0,49,1,1,20.15,973.35,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.01,0
0,1,0,49,1,1,85.3,4297.95,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0.24,0
0,0,0,35,1,1,113.2,3914.05,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.26,0
0,1,1,69,1,0,24.45,1718.2,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,0.0,0
0,1,0,60,1,0,59.85,3483.45,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0.04,0
0,1,1,1,0,0,40.1,40.1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0.42,1
